billing_period_start,billing_period_end,usage_start,usage_end,line_item_id,invoice_id,line_item_type,cost_category,billing_profile_id,billing_account_name,subscription_id,subscription_name,resource_group,resource_id,service,meter,meter_region,quantity,unit,currency,unit_price,list_cost,ondemand_cost_equivalent,pre_tax_cost,amortized_cost,effective_cost,net_cost,credit_cost,tax_cost,support_fee_cost,marketplace_cost,reservation_id,tag_application,tag_environment,tag_owner,tag_cost_center,is_late_adjustment
2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,50001-alpha-2026-07-000011,AZ-2026-07-alpha,usage,Database,50001-alpha,Northwind EA Enrollment,aaaaaaaa-2222-4222-8222-222222222222,sub-payments-nonprod,rg-payments-nonprod,/subscriptions/aaaaaaaa-2222-4222-8222-222222222222/resourceGroups/rg-payments-nonprod/providers/azuredatabaseforpostgresql/general,Azure Database for PostgreSQL,General Purpose Ds_v2 vCore,eastus2,795,Hrs,USD,1.720000,1367.400000,1367.400000,1367.400000,1367.400000,1367.400000,1367.400000,0.000000,0.000000,0.000000,0.000000,,payments-api,dev,Priya Kumar,CC-1001,false
2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,50001-alpha-2026-07-000012,AZ-2026-07-alpha,usage,Network,50001-alpha,Northwind EA Enrollment,aaaaaaaa-2222-4222-8222-222222222222,sub-payments-nonprod,rg-payments-nonprod,/subscriptions/aaaaaaaa-2222-4222-8222-222222222222/resourceGroups/rg-payments-nonprod/providers/applicationgateway/v2,Application Gateway,V2 Standard Capacity Unit,eastus2,737,Hrs,USD,0.330000,243.210000,243.210000,243.210000,243.210000,243.210000,243.210000,0.000000,0.000000,0.000000,0.000000,,payments-api,dev,Priya Kumar,CC-1001,false
2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,50001-alpha-2026-07-000013,AZ-2026-07-alpha,usage,Marketplace,50001-alpha,Northwind EA Enrollment,aaaaaaaa-2222-4222-8222-222222222222,sub-payments-nonprod,rg-payments-nonprod,/subscriptions/aaaaaaaa-2222-4222-8222-222222222222/resourceGroups/rg-payments-nonprod/providers/marketplace/datadog-saas-logs,Marketplace,Datadog-SaaS-Logs,eastus2,1,Contracts,USD,6.500000,6.500000,6.500000,6.500000,6.500000,6.500000,6.500000,0.000000,0.000000,0.000000,6.500000,,payments-api,dev,Priya Kumar,CC-1001,false
2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,50001-alpha-2026-07-000014,AZ-2026-07-alpha,support,Support,50001-alpha,Northwind EA Enrollment,aaaaaaaa-2222-4222-8222-222222222222,sub-payments-nonprod,rg-payments-nonprod,/subscriptions/aaaaaaaa-2222-4222-8222-222222222222/support,Azure Support Plan,Support,eastus2,1,Monthly,USD,293.280000,293.280000,0.000000,293.280000,293.280000,293.280000,293.280000,0.000000,0.000000,293.280000,0.000000,,payments-api,dev,Priya Kumar,CC-1001,false
2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,50001-alpha-2026-07-000015,AZ-2026-07-alpha,usage,Compute,50001-alpha,Northwind EA Enrollment,aaaaaaaa-3333-4333-8333-333333333333,sub-data-analytics,rg-data-analytics,/subscriptions/aaaaaaaa-3333-4333-8333-333333333333/resourceGroups/rg-data-analytics/providers/virtualmachines/b,Virtual Machines,B series standard_B2ms,eastus2,1416,Hrs,USD,0.830000,1175.280000,1175.280000,822.690000,822.690000,822.690000,822.690000,0.000000,0.000000,0.000000,0.000000,ri-rg-data-analytics,data-platform,prod,Luis Ortega,CC-2002,false
2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,50001-alpha-2026-07-000016,AZ-2026-07-alpha,usage,Compute,50001-alpha,Northwind EA Enrollment,aaaaaaaa-3333-4333-8333-333333333333,sub-data-analytics,rg-data-analytics,/subscriptions/aaaaaaaa-3333-4333-8333-333333333333/resourceGroups/rg-data-analytics/providers/virtualmachines/d,Virtual Machines,D series standard_D4s_v5,eastus2,691,Hrs,USD,1.920000,1326.720000,1326.720000,928.700000,928.700000,928.700000,928.700000,0.000000,0.000000,0.000000,0.000000,ri-rg-data-analytics,data-platform,prod,Luis Ortega,CC-2002,false
2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,50001-alpha-2026-07-000017,AZ-2026-07-alpha,usage,Storage,50001-alpha,Northwind EA Enrollment,aaaaaaaa-3333-4333-8333-333333333333,sub-data-analytics,rg-data-analytics,/subscriptions/aaaaaaaa-3333-4333-8333-333333333333/resourceGroups/rg-data-analytics/providers/storage/hot,Storage,Hot LRS Data Stored,eastus2,22660,GB-Mo,USD,0.070000,1586.200000,1586.200000,1586.200000,1586.200000,1586.200000,1586.200000,0.000000,0.000000,0.000000,0.000000,,data-platform,prod,Luis Ortega,CC-2002,false
2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,50001-alpha-2026-07-000018,AZ-2026-07-alpha,usage,Database,50001-alpha,Northwind EA Enrollment,aaaaaaaa-3333-4333-8333-333333333333,sub-data-analytics,rg-data-analytics,/subscriptions/aaaaaaaa-3333-4333-8333-333333333333/resourceGroups/rg-data-analytics/providers/azuredatabaseforpostgresql/general,Azure Database for PostgreSQL,General Purpose Ds_v2 vCore,eastus2,759,Hrs,USD,1.720000,1305.480000,1305.480000,913.830000,913.830000,913.830000,913.830000,0.000000,0.000000,0.000000,0.000000,ri-rg-data-analytics,data-platform,prod,Luis Ortega,CC-2002,false
2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,50001-alpha-2026-07-000019,AZ-2026-07-alpha,usage,Network,50001-alpha,Northwind EA Enrollment,aaaaaaaa-3333-4333-8333-333333333333,sub-data-analytics,rg-data-analytics,/subscriptions/aaaaaaaa-3333-4333-8333-333333333333/resourceGroups/rg-data-analytics/providers/applicationgateway/v2,Application Gateway,V2 Standard Capacity Unit,eastus2,700,Hrs,USD,0.330000,231.000000,231.000000,231.000000,231.000000,231.000000,231.000000,0.000000,0.000000,0.000000,0.000000,,data-platform,prod,Luis Ortega,CC-2002,false
2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,50001-alpha-2026-07-000020,AZ-2026-07-alpha,usage,Marketplace,50001-alpha,Northwind EA Enrollment,aaaaaaaa-3333-4333-8333-333333333333,sub-data-analytics,rg-data-analytics,/subscriptions/aaaaaaaa-3333-4333-8333-333333333333/resourceGroups/rg-data-analytics/providers/marketplace/datadog-saas-logs,Marketplace,Datadog-SaaS-Logs,eastus2,1,Contracts,USD,6.500000,6.500000,6.500000,6.500000,6.500000,6.500000,6.500000,0.000000,0.000000,0.000000,6.500000,,data-platform,prod,Luis Ortega,CC-2002,false
2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,50001-alpha-2026-07-000021,AZ-2026-07-alpha,support,Support,50001-alpha,Northwind EA Enrollment,aaaaaaaa-3333-4333-8333-333333333333,sub-data-analytics,rg-data-analytics,/subscriptions/aaaaaaaa-3333-4333-8333-333333333333/support,Azure Support Plan,Support,eastus2,1,Monthly,USD,224.440000,224.440000,0.000000,224.440000,224.440000,224.440000,224.440000,0.000000,0.000000,224.440000,0.000000,,data-platform,prod,Luis Ortega,CC-2002,false
2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,50001-alpha-2026-07-000022,AZ-2026-07-alpha,usage,Compute,50001-alpha,Northwind EA Enrollment,unmapped-0000-4000-8000-000000000099,sub-legacy-forgotten,rg-legacy-forgotten,/subscriptions/unmapped-0000-4000-8000-000000000099/resourceGroups/rg-legacy-forgotten/providers/virtualmachines/b,Virtual Machines,B series standard_B2ms,eastus2,1489,Hrs,USD,0.830000,1235.870000,1235.870000,1235.870000,1235.870000,1235.870000,1235.870000,0.000000,0.000000,0.000000,0.000000,,legacy-batch,orphan,,,false
2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,50001-alpha-2026-07-000023,AZ-2026-07-alpha,usage,Compute,50001-alpha,Northwind EA Enrollment,unmapped-0000-4000-8000-000000000099,sub-legacy-forgotten,rg-legacy-forgotten,/subscriptions/unmapped-0000-4000-8000-000000000099/resourceGroups/rg-legacy-forgotten/providers/virtualmachines/d,Virtual Machines,D series standard_D4s_v5,eastus2,763,Hrs,USD,1.920000,1464.960000,1464.960000,1464.960000,1464.960000,1464.960000,1464.960000,0.000000,0.000000,0.000000,0.000000,,legacy-batch,orphan,,,false
2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,50001-alpha-2026-07-000024,AZ-2026-07-alpha,usage,Storage,50001-alpha,Northwind EA Enrollment,unmapped-0000-4000-8000-000000000099,sub-legacy-forgotten,rg-legacy-forgotten,/subscriptions/unmapped-0000-4000-8000-000000000099/resourceGroups/rg-legacy-forgotten/providers/storage/hot,Storage,Hot LRS Data Stored,eastus2,21340,GB-Mo,USD,0.070000,1493.800000,1493.800000,1493.800000,1493.800000,1493.800000,1493.800000,0.000000,0.000000,0.000000,0.000000,,legacy-batch,orphan,,,false
2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,50001-alpha-2026-07-000025,AZ-2026-07-alpha,usage,Database,50001-alpha,Northwind EA Enrollment,unmapped-0000-4000-8000-000000000099,sub-legacy-forgotten,rg-legacy-forgotten,/subscriptions/unmapped-0000-4000-8000-000000000099/resourceGroups/rg-legacy-forgotten/providers/azuredatabaseforpostgresql/general,Azure Database for PostgreSQL,General Purpose Ds_v2 vCore,eastus2,700,Hrs,USD,1.720000,1204.000000,1204.000000,1204.000000,1204.000000,1204.000000,1204.000000,0.000000,0.000000,0.000000,0.000000,,legacy-batch,orphan,,,false
2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,50001-alpha-2026-07-000026,AZ-2026-07-alpha,usage,Network,50001-alpha,Northwind EA Enrollment,unmapped-0000-4000-8000-000000000099,sub-legacy-forgotten,rg-legacy-forgotten,/subscriptions/unmapped-0000-4000-8000-000000000099/resourceGroups/rg-legacy-forgotten/providers/applicationgateway/v2,Application Gateway,V2 Standard Capacity Unit,eastus2,730,Hrs,USD,0.330000,240.900000,240.900000,240.900000,240.900000,240.900000,240.900000,0.000000,0.000000,0.000000,0.000000,,legacy-batch,orphan,,,false
2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,50001-alpha-2026-07-000027,AZ-2026-07-alpha,usage,Marketplace,50001-alpha,Northwind EA Enrollment,unmapped-0000-4000-8000-000000000099,sub-legacy-forgotten,rg-legacy-forgotten,/subscriptions/unmapped-0000-4000-8000-000000000099/resourceGroups/rg-legacy-forgotten/providers/marketplace/datadog-saas-logs,Marketplace,Datadog-SaaS-Logs,eastus2,2,Contracts,USD,6.500000,13.000000,13.000000,13.000000,13.000000,13.000000,13.000000,0.000000,0.000000,0.000000,13.000000,,legacy-batch,orphan,,,false
2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,50001-alpha-2026-07-000028,AZ-2026-07-alpha,support,Support,50001-alpha,Northwind EA Enrollment,unmapped-0000-4000-8000-000000000099,sub-legacy-forgotten,rg-legacy-forgotten,/subscriptions/unmapped-0000-4000-8000-000000000099/support,Azure Support Plan,Support,eastus2,1,Monthly,USD,282.620000,282.620000,0.000000,282.620000,282.620000,282.620000,282.620000,0.000000,0.000000,282.620000,0.000000,,legacy-batch,orphan,,,false
2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,50001-alpha-2026-07-000029,AZ-2026-07-alpha,tax,Tax,50001-alpha,Northwind EA Enrollment,50001-alpha,enrollment-level,,tax-monthly,Tax,Tax,eastus2,1,Monthly,USD,0.000000,1704.390000,0.000000,1704.390000,1704.390000,1704.390000,0.000000,0.000000,1704.390000,0.000000,0.000000,,,,,,false
2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,50001-alpha-2026-07-000030,AZ-2026-07-alpha,credit,Credit,50001-alpha,Northwind EA Enrollment,50001-alpha,enrollment-level,,mc-q3-credit,Azure Credit,MonetaryCommitment,eastus2,1,USD,USD,0.000000,-25000,0.000000,-25000,-25000,-25000,-25000,-25000,0.000000,0.000000,0.000000,,,,,,false
2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,50001-alpha-2026-07-000031,AZ-2026-07-alpha,refund,Credit,50001-alpha,Northwind EA Enrollment,50001-alpha,enrollment-level,,refund-marketplace,Azure Refund,Refund,eastus2,1,USD,USD,0.000000,-8000,0.000000,-8000,-8000,-8000,-8000,-8000,0.000000,0.000000,0.000000,,,,,,false
2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,2026-07-01T00:00:00+00:00,2026-08-01T00:00:00+00:00,50001-alpha-2026-07-000003,AZ-2026-07-alpha,usage,Storage,50001-alpha,Northwind EA Enrollment,aaaaaaaa-1111-4111-8111-111111111111,sub-payments-prod,rg-payments-prod,/subscriptions/aaaaaaaa-1111-4111-8111-111111111111/resourceGroups/rg-payments-prod/providers/storage/hot,Storage,Hot LRS Data Stored,eastus2,19800,GB-Mo,USD,0.070000,1386.000000,1386.000000,1386.000000,1386.000000,1386.000000,1386.000000,0.000000,0.000000,0.000000,0.000000,,payments-api,prod,Priya Kumar,CC-1001,false
